duration,date,subjectcode,Abacus,Abanet,Abanga,Abaser,Abassi,Abater,Abatis,Abator,Abbacy,Abbess,Abdest,Abider,Abject,Ablaut,Abraum,Abseil,Acacia,Acacin,Acajou,Acanth,Acarus,Acater,Acates,Accent,Access,Accost,Accrue,Accuse,Acetal,Acetin,Achate,Achean,Achene,Acidly,Acinus,Acnode,Acrasy,Acrisy,Acrita,Acrity,Across,Action,Acture,Acuity,Acumen,Adarce,Adatis,Adders,Addice,Addict,Adesmy,Adipsy,Admins,Adnoun,Adobes,Adonai,Adonic,Adonis,Adorer,Advent,Adverb,Advice,Adviso,Adward,Adytum,Aedile,Aeneid,b,c,d,comments,condition
89,4/28/20 2:01,R_1ooFM5Tqto9tyYd,,,,,,,,0,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
125,4/28/20 2:03,R_XXHjm4drVC7xprr,19,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
507,4/28/20 2:05,R_3P7isV5TZwDCEei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,20,0,1,0,2,,,,,,,,How did the vacationer know the mushroom foraging limits.,7
368,4/28/20 2:07,R_3D5u5OgW0Pz0rij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
263,4/28/20 2:13,R_2wTvbxg7JIpBlXH,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
726,4/28/20 2:21,R_0MKOl4khSMeLoUp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3
311,4/28/20 2:25,R_3L0grNLedQnL7vj,,,,,,,,,,,,,,,20,4,20,7,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The last question about fish populations. Health makes no difference,9
190,4/28/20 2:32,R_1BWutCJYRKHLbIv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,Not really.,6
447,4/28/20 2:39,R_QlJ79lCgIsBh44x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,no,7
287,4/28/20 2:45,R_2dM8phmWB3qIIJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,2,,,,,,,,,,,,,,,No,6
231,4/28/20 2:52,R_3LebSctVu0sDBJA,,,,,,,,,,,,,,,,,,,,,,1,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
364,4/28/20 2:55,R_UGZN6ZW7sdEi8Lv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,No,5
144,4/28/20 3:03,R_2s6gNyJwzrnRDuL,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
291,4/28/20 3:04,R_RaAMRTh3slsJDaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slightly. In the story, it says there are 20 people who trap rabbits, then later it says 'John spoke to all 20 people about the new traps.' Wouldn't it be 21 rabbit trappers, including John?",3
281,4/28/20 3:08,R_7NHlZhDiogCMwgN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,20,20,1,1,2,n/a,8
323,4/28/20 3:13,R_1nQ6TsKkQ0Pa7O6,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
324,4/28/20 3:29,R_3kv3X4NkohACEo9,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None at all,10
306,4/28/20 3:47,R_3fwODSgGyuwf1V4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,no,6
266,4/28/20 4:01,R_cZNYGwo7a5wcGbv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,Everything was fine,5
155,4/28/20 4:05,R_DqqPispTkvtbe8N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,19,20,15,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3
191,4/28/20 4:13,R_2uvLeSCkdgyUcCX,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
86,4/28/20 4:17,R_veoIsQkFiRnxA0p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,2,no,8
452,4/28/20 4:48,R_1plLyXQc11iFcJF,,,,,,,,0,3,20,7,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
462,4/28/20 4:48,R_2yrTqfivHvaN9vG,20,20,3,10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the good survey very interested the survey,1
994,4/28/20 4:49,R_1PUKd9XbA1AwKxQ,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not really,2
290,4/28/20 4:51,R_2af8Jm1v8xYs9Gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,"Mathematically, yes. Is John considered one of the 20 who regularly hunt pheasant? If so, how did he talk to 20 people who regularly hunt pheasants? I was particularly confused on which numbers to provide for ""Who will not use the gun"" and ""How many people regularly hunt pheasants"" because I was not sure whether to include John or not. Otherwise, the rest of the questions were clear. Good luck with your research.",5
287,4/28/20 4:51,R_2fGJe4kSYiAu7Jt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,1,0,3,,,,,,,,no,7
258,4/28/20 5:05,R_1jx4lBKnhTOjkYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3
564,4/28/20 5:08,R_3Hn9LGNmr5NExCQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,Everything sounded pretty clear to me.,8
612,4/28/20 5:09,R_3qURvhcmeWIIjcp,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1
176,4/28/20 5:10,R_1kIgaxnqAKTf1vm,,,,,,,,,,,,,,,0,20,20,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9
325,4/28/20 5:10,R_31bLiqcOOSwdx3t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,no,6
259,4/28/20 5:11,R_3Q1KtnG4jEytOQp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
144,4/28/20 5:18,R_T6IM4sfmGXJe4oh,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
159,4/28/20 5:21,R_3MFDQukmmmdB6pJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,no,5
175,4/28/20 5:21,R_23Vl71JaYVhQIeK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
191,4/28/20 5:25,R_1pm62fuFmWu5e7n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,, No,4
295,4/28/20 5:29,R_0oknyeRjr05Nmtb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,2,,,,,,,,no,7
195,4/28/20 5:33,R_r3FQF9hDv7184db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,No,8
154,4/28/20 5:33,R_RgVgHQuWb7X3KtX,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
154,4/28/20 5:35,R_262WnUDTKYBvwFz,,,,,,,,1,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"If John buys the new clam tube, at least himself and the person who sold it to him will know",2
230,4/28/20 5:35,R_2wAeOMQ6T1cd0dh,,,,,,,,,,,,,,,0,19,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
120,4/28/20 5:36,R_5t1umyt7iwDxejT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,nope,6
199,4/28/20 5:40,R_x9NTLU6WRjD8KzL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,4
222,4/28/20 5:40,R_3qO08Aa4bFhwMT1,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
502,4/28/20 5:45,R_1z9rkdmlDT50Rkl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,20,27,7,1,0,3,NO,8
280,4/28/20 5:48,R_2fm2sGx9SWsUB2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,2,,,,,,,,,,,,,,,no,6
288,4/28/20 5:50,R_2cpgdRGZyUisU8D,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
150,4/28/20 5:53,R_2cjbZlIGPXqMOaM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,1,0,3,,,,,,,,no,7
314,4/28/20 5:53,R_2ZOH4VIgQf9c4ML,,,,,,,,,,,,,,,2,3,5,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The realiablity of this survey ,9
93,4/28/20 5:53,R_12ha4M9OC1HgKd3,200,300,300,200,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,1
198,4/28/20 5:58,R_2OHI4Oeln1rteUs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,21,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,Not at all.,5
217,4/28/20 6:00,R_10oM5WRjFakaV1g,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
251,4/28/20 6:02,R_1gc3jwiRgoWzVEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,5
232,4/28/20 6:05,R_3JCRwKuDOJw8272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,no,7
234,4/28/20 6:07,R_Rsq48PsHmuWyRbz,,,,,,,,0,3,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
363,4/28/20 6:10,R_tPSmK2dzrtqnaYV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,20,7,1,1,1,,,,,,,,,,,,,,,this survey no confusing lot of information give clearly so i am read all information to answer correctly,6
227,4/28/20 6:12,R_31XJYLnAqJvVue9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,4
142,4/28/20 6:14,R_2s0yqeUejO9gFE9,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing ,1
184,4/28/20 6:17,R_10SGABKLUTLbEks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,No,8
213,4/28/20 6:19,R_pfPPQt4adiiTjEd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
230,4/28/20 6:20,R_3CDu6Ld1bp9tS4j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,No,7
141,4/28/20 6:21,R_1eLasMO4ibypinL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,20,7,1,0,2,,,,,,,,,,,,,,,,,,,,,,No,5
196,4/28/20 6:23,R_30vrYpNYRXzrpWQ,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
409,4/28/20 6:24,R_R99W6IE0XYofGTL,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9
163,4/28/20 6:26,R_1mhhXpFgAhKB0Mw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
379,4/28/20 6:26,R_xrUy68o9DWXSAbT,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
256,4/28/20 6:28,R_Xj0r9kyYhKfMxNv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
444,4/28/20 6:30,R_AGbNTDLl8PTG3FT,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was pretty clear.  I got a ""submit a valid number"" message a couple of times even though I knew my numbers were valid, but that's about it.  Thank you!",1
264,4/28/20 6:30,R_2DUkKCI3XNbqVyM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,15,6,1,0,1,no,8
281,4/28/20 6:33,R_1HpkrdPvOymIGPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,"No, I don't think so. I want to be sure I read the questions on the first page correctly. The last was asking how many people other than John would be using the new knife, correct? Well, if not, know that was how I answered it. If it was just asking how many people would actually be using the new knife, the answer would have been 1. Thank you. ",8
240,4/28/20 6:34,R_OGL5d6TRNwORC6J,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
387,4/28/20 6:38,R_3hH0fPS6VCY7blD,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,2
393,4/28/20 6:40,R_C2EIMnxSjlos4aR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, was an easy survey.",4
237,4/28/20 6:42,R_3M9HTah3yGoeWuG,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
181,4/28/20 6:43,R_2tLLrJsIaRzPlAL,,,,,,,,,,,,,,,,,,,,,,3,20,7,20,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
201,4/28/20 6:44,R_3PZe9ORt9MGh72y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No.,3
211,4/28/20 6:50,R_29mfDZIOSl1yWBe,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
165,4/28/20 6:50,R_2E63hqY6gvmnFzU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,3
214,4/28/20 6:50,R_3lAootbLsCJkx7W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,no,7
186,4/28/20 6:51,R_BR4jD6MgdkyJYgF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,no,5
118,4/28/20 6:52,R_1qWbisJOpMGBWw0,1,10,5,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nothing,1
203,4/28/20 6:54,R_2dzNf5z61TFbU9d,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2
323,4/28/20 6:54,R_e2GKsfWheOvP5OF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No. It was perfectly clear.,4
242,4/28/20 6:57,R_1nOPK9Ra4osbIEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,20,0,1,0,3,,,,,,,,,,,,,,,no just a long story ,6
258,4/28/20 6:57,R_qI9WyVfJ5eZEuqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,No,8
240,4/28/20 6:58,R_2Vz3USwxt2CL9cC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,no.,7
221,4/28/20 7:05,R_3slmBlRwnfYWRs5,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
167,4/28/20 7:09,R_3FPd1Xxysm0liAH,,,,,,,,,,,,,,,20,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The first set of questions seemed a bit confusing,9
194,4/28/20 7:10,R_2uIj4UDrigriyT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
169,4/28/20 7:14,R_1gSCsDfKq39GlYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,no,5
260,4/28/20 7:14,R_2dsZqTaDIb0Mf6N,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
158,4/28/20 7:15,R_1je5QxAXGhMUzKc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,2,1,0,3,,,,,,,,,7
238,4/28/20 7:16,R_2urYiZmLfoxTrnt,,,,,,,,,,,,,,,,,,,,,,19,0,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10
445,4/28/20 7:18,R_Zdz2yj97GrSdwOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,No,6
127,4/28/20 7:21,R_0dDkaDnqxKYn63n,0,20,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No, but I don't think anyone should use the tube so that everyone can still continue to enjoy their time and the clams don't all die.",1
421,4/28/20 7:21,R_sGv9xyef3gmIy6R,,,,,,,,0,3,20,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There wasn't anything confusing or unclear.,2
242,4/28/20 7:21,R_2Y93zyUe3veCQQT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3
153,4/28/20 7:23,R_3nMCrvl19o1fs0k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
202,4/28/20 7:23,R_0CGjQ2MEssTIuTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
300,4/28/20 7:23,R_3R8WJFMqgrFrg7L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,2,,,,,,,,,,,,,,,No,6
224,4/28/20 7:24,R_3n8BrTc9CDP7NY5,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
273,4/28/20 7:24,R_211zk5KKSv31ujj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,clear,5
115,4/28/20 7:25,R_3sp5obxjeH9Os91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,0,1,0,3,,,,,,,,No.,7
162,4/28/20 7:26,R_2zf1aDexQ7UdSMo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,1,0,2,none,8
115,4/28/20 7:26,R_5j3rIxXOyLHdiKt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,20,7,1,1,1,,,,,,,,,,,,,,,no,6
273,4/28/20 7:27,R_beYPXysv9VXhr9f,,,,,,,,0,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2
427,4/28/20 7:27,R_2al77rdO6jjH502,0,20,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Is John one of the 20 people that clams or is he new to this?  The text states that there are 20 people that regularly clam and John talked to 20.  If John starts clamming, are there now 21?",1
167,4/28/20 7:28,R_UlnANYil6HcQrlL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4
261,4/28/20 7:29,R_3ptjBeQvGB82UQg,,,,,,,,,,,,,,,0,20,20,20,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
889,4/28/20 7:30,R_XsP4C1AtEALpYqd,,,,,,,,,,,,,,,3,5,20,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,9
107,4/28/20 7:31,R_2fARRYhAn5mP8eu,,,,,,,,,,,,,,,0,19,20,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,9
300,4/28/20 7:31,R_3nNJ9ysIZZEHLC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NICE,3
400,4/28/20 7:33,R_1Opn5r5O9xK0zjG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,0,3,,,,,,,,,,,,,,,no,6
198,4/28/20 7:34,R_2pQxWeFnF4BKPGv,0,20,20,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,1
163,4/28/20 7:36,R_dgVayjYjsDys0Dv,,,,,,,,20,0,20,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,2
267,4/28/20 7:37,R_27B8RvYt1Yc3mQl,,,,,,,,,,,,,,,,,,,,,,0,2,20,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,10
