subjectnumber,dob,dot,age,excluded,reason,notes,screen1,screen2,screen2b,screen3,screen3b,screen4,screen5,story,order,condition,pilotversion,control1,control2,control3,control4,control5,control6,moral,explain
264,12/29/13,8/18/19,5.638356164,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,The wet parts on the castle will get rusty
265,2/6/15,8/18/19,4.531506849,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,The rocks are heavy
265,2/6/15,8/18/19,4.531506849,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,The fish like water
266,2/6/15,8/18/19,4.531506849,1,Failed screening,,0,1,0,0,0,0,,,,,,,,,,,,,
267,5/4/14,8/18/19,5.293150685,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,There there will be no more rocks left
267,5/4/14,8/18/19,5.293150685,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,There will be no more water
268,2/21/12,8/19/19,7.495890411,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,0,"If everyone took a rock from the path, there'd be no more path left."
268,2/21/12,8/19/19,7.495890411,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,0,"If everyone takes water from the lake, there'd be no more water left for the fish.  "
269,9/13/12,8/19/19,6.934246575,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,2,0,Someone else made it (the path) and you have to ask before you just take something
269,9/13/12,8/19/19,6.934246575,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,0,All the fishes live in the water and they need water to live.
270,11/17/11,8/19/19,7.75890411,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,2,1,1,2,0,0,Maybe someone made the path & it's not okay to take a rock.
270,11/17/11,8/19/19,7.75890411,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,2,1,0,0,,0,0,"The fish need water.  Even if they take justa  little, it's bad for them."
271,,,,1,Needed to translate.,,,,,,,,,,,,,,,,,,,,
272,9/25/10,8/20/19,8.906849315,1,Wrong answers,,0,1,0,0,0,1,,Rocks,1,high,7/2/19,0,0,0,0,1,1,0,
273,5/14/08,8/20/19,11.2739726,1,Outside of age range,,0,1,0,0,0,1,,Rocks,1,low,7/2/19,1,1,1,0,,0,1,Because he's only taking one rock so the path won't disappear
273,5/14/08,8/20/19,11.2739726,1,Outside of age range,,0,1,0,0,0,1,,Buckets,2,high,7/2/19,1,1,1,1,0,0,1,There will still be water left in the lake
274,4/18/12,8/20/19,7.342465753,0,,,0,1,0,0,0,1,,Rocks,1,high,7/2/19,1,1,1,1,0,0,1,no one will know
274,4/18/12,8/20/19,7.342465753,0,,,0,1,0,0,0,1,,Buckets,2,low,7/2/19,1,1,1,0,,0,1,no one will see her do it
275,5/10/14,8/20/19,5.282191781,0,,,0,1,0,0,0,1,,Rocks,1,low,7/2/19,1,2,1,0,,0,1,nobody will see him
275,5/10/14,8/20/19,5.282191781,0,,,0,1,0,0,0,1,,Buckets,2,high,7/2/19,1,1,1,1,0,0,1,no one will see and if you only do it once there will still be water in the pond
276,10/15/13,8/20/19,5.849315068,0,,,0,1,0,0,0,1,,Rocks,1,high,7/2/19,1,1,1,1,0,0,1,He's all alone
276,10/15/13,8/20/19,5.849315068,0,,,0,1,0,0,0,1,,Buckets,2,low,7/2/19,1,1,1,0,,0,1,She's all alone
277,1/17/09,8/20/19,10.59452055,0,,,0,1,0,0,0,1,,Rocks,1,low,7/2/19,1,1,1,0,,0,0,it's stealing and that's illegal
277,1/17/09,8/20/19,10.59452055,0,,,0,1,0,0,0,1,,Buckets,2,high,7/2/19,1,1,1,1,0,0,0,it could hurt the animals and circle of life and it's stealing
278,5/22/09,8/20/19,10.25205479,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,If he takes one everyone else will want to.
278,5/22/09,8/20/19,10.25205479,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,No one will see her and she'll only do it just this once. 
279,12/6/10,8/20/19,8.709589041,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,no explanantion. 
279,12/6/10,8/20/19,8.709589041,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,no explanantion. 
280,3/27/09,8/20/19,10.40547945,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Cuz if she takes a rock then no one else can take a rock and it's not fair. 
280,3/27/09,8/20/19,10.40547945,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,No one else wants to take water and there will still be water left for the fish.
281,1/13/09,8/20/19,10.60547945,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,0,Then someone would do it and then everyone would do it and then there would be no more rocks.
281,1/13/09,8/20/19,10.60547945,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,0,"If one person takes it, then other people have the right to do it too and then the water will be gone. "
282,3/28/13,8/20/19,6.4,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Other people might see. 
282,3/28/13,8/20/19,6.4,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,1,It's just one person and no one will see and all the water won't go away.
283,7/25/11,8/21/19,8.079452055,0,,,0,1,0,0,0,1,,Rocks,1,Low,7/2/19,1,1,1,0,,0,0,"Rocks are put there for the path, not to take."
283,7/25/11,8/21/19,8.079452055,0,,,0,1,0,0,0,1,,Buckets,2,High,7/2/19,1,1,1,1,0,0,0,It's where the fish live.
284,6/18/14,8/21/19,5.178082192,0,,,0,1,0,0,0,1,,Rocks,1,High,7/2/19,1,1,1,1,0,0,0,If they take one every day then there will be no more rocks.
284,6/18/14,8/21/19,5.178082192,0,,,0,1,0,0,0,1,,Buckets,2,Low,7/2/19,1,1,1,0,,0,0,If you take water every day then there will be no more water left for the fish.
285,5/23/12,8/21/19,7.249315068,0,,,0,1,0,0,0,1,,rocks,1,low,7/2/19,1,1,1,0,,0,1,There's still a lot more 
285,5/23/12,8/21/19,7.249315068,0,,,0,1,0,0,0,1,,buckets,2,high,7/2/19,1,1,1,1,0,0,1,Still a lot more
286,2/1/13,8/21/19,6.553424658,0,,,0,1,0,0,0,1,,rocks,1,high,7/2/19,1,1,1,1,0,0,0,Because then there will be one rock missing.
286,2/1/13,8/21/19,6.553424658,0,,,0,1,0,0,0,1,,buckets,2,low,7/2/19,1,1,1,0,,0,0,Because there will be less water for the fish. 
